_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Amazon.com Lowest New Price,Name
6589ce1c8997406b55ed7d8b,Intel Celeron N4020,,8gb,14″,,3.24 lbs(1.47 kg),320gb SSD,12.76 x 8.86 x 0.71 inches,,"November 4, 2023",$269.00,HP Essential 14″
6589ce1d8997406b55ed7d8c,Intel Core i7-11800H,GeForce RTX 3060,64gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),2000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Home,"March 21, 2022","$1,499.99",MSI GE76 Raider 17″ (GE76 Raider 11UE-046)
6589ce1d8997406b55ed7d8d,Intel Core i5-9300H,GeForce GTX 1660 Ti,8gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),500gb SSD,14.13 x 9.99 x 0.85 inches,Windows 10 Home,"December 26, 2019",$949.00,MSI GF65 15″ (THIN 9SD-008)
6589ce1d8997406b55ed7d8e,Intel Core i5-13500H,GeForce RTX 3050,16gb,14.5″,WQXGA(2560 x 1600 pixels),3.42 lbs(1.55 kg),500gb SSD,12.71 x 8.98 x 0.7 inches,Windows,"May 17, 2023","$1,099.99",Acer Swift X 14 SFX14-71G-5911 Creator (NX.KEUAA.001)
6589ce1d8997406b55ed7d8f,Intel Core i9-12900H,GeForce RTX 3060,64gb,17.3″,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),2000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Home,"July 4, 2023","$1,889.00",MSI GE76 Raider 17″ (GE76-12UE)
6589ce1d8997406b55ed7d90,Intel Celeron N3160,,4gb,14″,Full HD(1920 x 1080 pixels),3.42 lbs(1.55 kg),32gb SSD,13.43 x 9.31 x 0.67 inches,Chrome OS,"March 1, 2020",$399.99,Acer Chromebook 14″ (CB3-431-C6ZB)
6589ce1d8997406b55ed7d91,Intel Core i5-1035G1,Intel UHD Graphics,32gb,15.6″,Full HD(1920 x 1080 pixels),7 lbs(3.18 kg),1000gb SSD,,Windows 11 Home,"July 18, 2023",$599.00,Dell Inspiron 15″ (i3511)
6589ce1d8997406b55ed7d92,Intel Core i7-12700H,GeForce RTX 3070 Ti,32gb,15.6″,Quad HD(2560 x 1440 pixels),5.3 lbs(2.4 kg),2x 4000gb SSD,14.2 x 9.62 x 1.1 inches,Windows 11 Home,"October 26, 2023","$4,934.00",Gigabyte AORUS 15
6589ce1d8997406b55ed7d93,Intel Core i7-1165G7,Intel Iris Xe,32gb,14″,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),500gb SSD,12.76 x 8.7 x 0.78 inches,Windows 10 Pro,"January 30, 2022","$1,085.00",Lenovo ThinkPad E14 Gen 2
6589ce1d8997406b55ed7d94,Intel Core i7-12650H,GeForce RTX 4060,64gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),"1000gb SSD, 2000gb HDD",14.13 x 9.99 x 0.85 inches,Windows 11 Pro,"May 2, 2023","$1,819.00",EXcaliberPC MSI 15″ (Thin GF63 12VF-252US)
6589ce1d8997406b55ed7d95,Intel Core i7-1260P,Intel Iris Xe,16gb,16″,WQXGA(2560 x 1600 pixels),3.26 lbs(1.48 kg),3000gb SSD,14.04 x 9.78 x 0.67 inches,Windows 11 Pro,"May 1, 2023","$1,699.99",LG Gram 16″ (16T90Q)
6589ce1d8997406b55ed7d96,AMD Ryzen 5 PRO 4650U,,16gb,14″,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),500gb SSD,12.74 x 8.45 x 0.7 inches,Windows 11 Pro,"July 1, 2022",$429.99,HP Elitebook 845 G7 14″ (Elitebook 845 G7)
6589ce1d8997406b55ed7d97,MediaTek MT8183,,4gb,11.6″,HD(1366 x 768 pixels),2 lbs(0.91 kg),64gb SSD,11.4 x 8.1 x 0.74 inches,Chrome OS,"June 8, 2023",$191.50,Acer Spin 311 3H (Spin 311 3H)
6589ce1e8997406b55ed7d99,Intel Pentium Series,,8gb,15.6″,Full HD(1920 x 1080 pixels),3.42 lbs(1.55 kg),120gb SSD,14.18 x 9.29 x 0.7 inches,Windows 11 Home,"April 18, 2023",$299.00,Lenovo IdeaPad 15″
6589ce1e8997406b55ed7d98,Intel Core i7-1360P,Intel Iris Xe,32gb,17″,WQXGA(2560 x 1600 pixels),2.98 lbs(1.35 kg),1000gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Home,"November 9, 2023","$1,389.99",LG Gram 17
6589ce1e8997406b55ed7d9a,Intel Core i7-13620H,GeForce RTX 4070,16gb,16″,WUXGA(1920 x 1200 pixels),5.07 lbs(2.3 kg),1000gb SSD,14.13 x 10.2 x 1.06 inches,Windows 11,"September 21, 2023","$1,323.49",MSI Crosshair 16″
6589ce1e8997406b55ed7d9b,Intel Celeron N4020,Intel UHD Graphics 600,4gb,14″,HD(1366 x 768 pixels),4.5 lbs(2.04 kg),64gb SSD,12.8 x 8.52 x 0.7 inches,Windows 11 Home,"April 28, 2023",$179.98,Lenovo Ideapad 1i 14″ (Ideapad)
6589ce1e8997406b55ed7d9c,Intel Core i7-11800H,GeForce RTX 3060,16gb,15.6″,Quad HD(2560 x 1440 pixels),5.93 lbs(2.69 kg),500gb SSD,14.02 x 10.73 x 0.89 inches,Windows 11,"July 14, 2021","$1,716.48",Alienware m15 R6 (AWM15R6-7371BLK-PUS)
6589ce1e8997406b55ed7d9d,AMD Ryzen 7 4700U,Integrated graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.52 lbs(1.6 kg),1000gb SSD,14.42 x 9.48 x 0.88 inches,Windows 11 Pro,"August 28, 2022",$999.00,Lenovo ThinkPad E15
6589ce1e8997406b55ed7d9e,Intel Core i5-11400H,GeForce RTX 3050,16gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Home,"November 3, 2023",$766.99,MSI GF63 15″ (GF63)
6589ce1e8997406b55ed7d9f,Intel Core i7-9750H,GeForce RTX 2070,16gb,15.6″,Full HD(1920 x 1080 pixels),4.49 lbs(2.04 kg),2000gb SSD,14 x 9.8 x 0.74 inches,Windows 10 Pro,"August 26, 2022","$2,549.18",Gigabyte AERO 15 (XA-F74ADP-26347-R)
6589ce1e8997406b55ed7da0,Intel Core i5-10500H,GeForce GTX 1650,16gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.14 x 10 x 0.86 inches,Windows 11 Home,"July 16, 2023",$799.00,MSI GF63 15″ (10SCXR)
6589ce1e8997406b55ed7da2,Intel Celeron N3350,,4gb,14″,,5.3 lbs(2.4 kg),32gb SSD,,Chrome OS,"March 10, 2021",$207.95,ASUS Chromebook C403NA-YS02 14″ (C403NAYS02)
6589ce1e8997406b55ed7da1,AMD Ryzen 7 5700U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),250gb SSD,,Windows 10 Pro,"April 10, 2022",$979.99,Lenovo ThinkPad E15 G3 (20YG0031US)
6589ce1e8997406b55ed7da3,Intel Core i7-1195G7,Intel UHD Graphics,16gb,14″,Full HD(1920 x 1080 pixels),,1000gb SSD,12.74 x 8.67 x 0.91 inches,Windows 11 Pro,"November 19, 2023",$609.00,Dell Vostro 14 3000 3420 (Vostro 14 3420)
6589ce1e8997406b55ed7da4,Intel Core i7-13620H,GeForce RTX 4070,64gb,17.3″,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),4000gb SSD,15.65 x 10.75 x 0.99 inches,Windows 11 Home,"November 25, 2023","$1,999.99",MSI Katana 17 (Pulse)
6589ce1e8997406b55ed7da5,Intel Core i7-11800H,GeForce RTX 3080,16gb,15.6″,Full HD(1920 x 1080 pixels),4.73 lbs(2.15 kg),1000gb SSD,14 x 10.5 x 1.2 inches,Windows 11 Home,"October 6, 2022","$2,199.00",MSI GP66 Leopard 15″
6589ce1e8997406b55ed7da6,Intel Core i7-1165G7,Intel Iris Xe,16gb,14″,Full HD(1920 x 1080 pixels),2.4 lbs(1.09 kg),2000gb SSD,12.71 x 8.54 x 0.59 inches,Windows 11,"December 24, 2021","$1,089.62",Lenovo Ideapad 14″ (20U9005MUS)
6589ce1f8997406b55ed7da7,Intel Core i5-1135G7,GeForce MX450,8gb,17.3″,Full HD(1920 x 1080 pixels),4.88 lbs(2.21 kg),1000gb SSD,15.75 x 10.25 x 0.75 inches,Windows 11 Home,"June 20, 2023","$1,099.00",HP 17t-cn000
6589ce1f8997406b55ed7da8,Intel Core i7-12700H,RTX A1000,16gb,16″,WQUXGA(3840 x 2400 pixels),4 lbs(1.81 kg),1000gb SSD,14 x 10 x 1 inches,Windows 11 Pro,"November 23, 2023","$1,549.99",HP ZBook Studio G9 16″
6589ce1f8997406b55ed7da9,AMD Ryzen 7 5800H,GeForce RTX 3050 Ti,16gb,15.6″,Full HD(1920 x 1080 pixels),5.29 lbs(2.4 kg),500gb SSD,14.27 x 10.26 x 0.89 inches,Windows 10,"June 24, 2021","$1,025.00",Lenovo Legion 5 15″ (82JW0012US)
6589ce1f8997406b55ed7daa,AMD 3020e,,4gb,14″,,3.24 lbs(1.47 kg),64gb SSD,12.76 x 8.86 x 0.71 inches,Windows 10 Home,"November 27, 2020",$194.73,HP 14-fq0040nr (1F6E7UAABA)
6589ce1f8997406b55ed7dab,Intel Core i5-1035G1,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.82 lbs(1.73 kg),500gb SSD,14.11 x 9.27 x 0.74 inches,Windows 10 Pro,"August 18, 2023",$699.00,Dell Inspiron 3000 15″ (i3511)
6589ce1f8997406b55ed7dac,Intel Core i5 Series,,4gb,13.1″,XGA(1024 x 768 pixels),,500gb HDD,11.9 x 11.5 x 2.9 inches,Windows 7,"June 14, 2017","$2,699.99",Panasonic Toughbook 13″ (CF-31WFLAXLM)
6589ce1f8997406b55ed7dad,,,4gb,15.6″,Full HD(1920 x 1080 pixels),3.46 lbs(1.57 kg),64gb SSD,14.18 x 9.31 x 0.71 inches,Windows 11 Home,"August 13, 2023",$229.99,ASUS Vivobook 15″ (Vivobook)
6589ce1f8997406b55ed7dae,Intel Core i3-1115G4,Intel UHD Graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),4 lbs(1.81 kg),500gb SSD,,Windows 11 Home,"August 5, 2023",$519.00,ASUS Vivobook F515EA (90NBOTY1-M27120)
6589ce1f8997406b55ed7daf,Intel Core i5-10210U,Intel UHD Graphics,16gb,13.3″,Full HD(1920 x 1080 pixels),,500gb SSD,15.2 x 13.3 x 3.3 inches,Windows 10 Pro,"November 18, 2020",$840.93,Lenovo ThinkPad X13 Gen 1 (20T20040US)
6589ce1f8997406b55ed7db0,AMD Ryzen 5 5625U,,16gb,17.3″,Full HD(1920 x 1080 pixels),,500gb SSD,15.71 x 10.79 x 0.78 inches,Windows 11 Home,"July 17, 2023",$759.00,Lenovo Ideapad 3 17″
6589ce1f8997406b55ed7db1,Intel Core i7-12700H,GeForce RTX 4060,64gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),500gb SSD,13.94 x 9.88 x 0.98 inches,Windows 11 Home,"September 15, 2023","$1,459.00",HIDevolution 2023 ASUS TUF 15″ (FX507ZV-F15.I74060-HID13)
6589ce1f8997406b55ed7db2,AMD Ryzen 5 3450U,Integrated graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.96 lbs(1.8 kg),500gb SSD,14.8 x 9.6 x 0.8 inches,Windows 11 Pro,"November 11, 2021","$1,079.00",Gateway GWTN156-4GR (GWTN1564GR-2711-226979)
6589ce208997406b55ed7db3,Intel Core i7-12700H,GeForce RTX 3060,32gb,17.3″,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),4000gb SSD,15.68 x 10.76 x 0.95 inches,,"July 21, 2023","$1,904.00",HIDevolution MSI Pulse GL76 12UEK 17″ (MS-GL7612052-HID9)
6589ce208997406b55ed7db4,Intel Core i7-11800H,GeForce RTX 3060,32gb,17″,5k(5120 x 2880 pixels),8 lbs(3.63 kg),1000gb SSD,14.74 x 9.76 x 0.77 inches,Windows 11 Pro,"April 4, 2023","$2,378.00",Dell XPS 17″ (9710)
6589ce208997406b55ed7db5,Intel Core i5-1135G7,Intel Iris Xe,16gb,17.3″,Full HD(1920 x 1080 pixels),5.25 lbs(2.38 kg),500gb SSD,16.33 x 10.72 x 0.96 inches,Windows 11 Pro,"February 24, 2022",$909.00,HP 17 (17)
6589ce208997406b55ed7db6,Intel Core i5-10200H,GeForce RTX 3050 4GB,32gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),250gb SSD,14.13 x 9.99 x 0.85 inches,Windows 10 Home,"July 15, 2021",$619.00,MSI GF63035 15″ (GF63 THIN 10SC-035)
6589ce208997406b55ed7db7,Intel Core i5-10500H,GeForce RTX 3060,32gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),1000gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Home,"May 19, 2022","$1,349.99",MSI GF65 15″ (10UE-213)
6589ce208997406b55ed7db8,Intel Core i7-12700H,GeForce RTX 3060,32gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),2000gb SSD,15.63 x 10.57 x 1.08 inches,Windows 11 Pro,"August 4, 2022","$1,799.00",MSI GE76 Raider 17″
6589ce208997406b55ed7db9,Intel Core i3-1115G4,,8gb,15.6″,Full HD(1920 x 1080 pixels),3.9 lbs(1.77 kg),500gb SSD,14.3 x 9.9 x 0.71 inches,Windows 11,"September 13, 2023",$399.99,Acer Aspire 3 15″ (Aspire)
6589ce208997406b55ed7dba,MediaTek MT8183,,4gb,11.6″,HD(1366 x 768 pixels),2.31 lbs(1.05 kg),64gb SSD,11.42 x 8.11 x 0.74 inches,Chrome OS,"December 17, 2023",$208.00,Acer Chromebook Spin 2-in-1 11″
6589ce208997406b55ed7dbb,AMD 3015e,,4gb,11.6″,HD(1366 x 768 pixels),3.08 lbs(1.4 kg),64gb SSD,11.4 x 7.97 x 0.78 inches,Windows 10 Pro,"March 20, 2023",$249.00,Lenovo 300W Gen 3 HD 2-in-1 11″
6589ce208997406b55ed7dbc,Intel Core i5 Series,,8gb,13.5″,,2.76 lbs(1.25 kg),,12.13 x 8.79 x 0.96 inches,,"October 8, 2018","$1,200.24",Microsoft Surface 2 13″ (LQN-00001)
6589ce208997406b55ed7dbe,MediaTek MT8183,,4gb,11.6″,HD(1366 x 768 pixels),2.6 lbs(1.18 kg),64gb SSD,12 x 8.2 x 0.7 inches,Chrome OS,"November 13, 2022",$249.00,Lenovo Flex 3 11″
6589ce208997406b55ed7dbd,Intel Celeron N4120,,4gb,14″,HD(1366 x 768 pixels),,64gb SSD,,Windows 11 Home,"August 21, 2023",$229.99,HP Stream 14″
6589ce208997406b55ed7dbf,AMD Ryzen 9 5900HS,GeForce RTX 3080,16gb,15.6″,Quad HD(2560 x 1440 pixels),4.3 lbs(1.95 kg),4000gb SSD,14 x 9.6 x 0.75 inches,Windows 10 Home,"July 15, 2023","$3,249.00",ASUS ROG Zephyrus G15 (GA503QS-212.R93080)
6589ce218997406b55ed7dc0,Intel Core i5-12450H,GeForce RTX 2050,8gb,15.6″,Full HD(1920 x 1080 pixels),4.1 lbs(1.86 kg),500gb SSD,14.13 x 9.99 x 0.85 inches,Windows 11 Home,"July 23, 2023",$544.29,MSI THINGF6312484 15″
6589ce218997406b55ed7dc1,Intel Core i3-1005G1,,4gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),120gb SSD,14.2 x 9.2 x 0.78 inches,Windows 11,"January 25, 2021",$298.99,ASUS VivoBook 15 F515 (F515JA-AH31)
6589ce218997406b55ed7dc2,Intel Core i5-1135G7,Intel Iris Xe,8gb,13.3″,Full HD(1920 x 1080 pixels),2.86 lbs(1.3 kg),500gb SSD,12 x 8 x 0.58 inches,Windows 10 Pro,"January 11, 2022","$1,219.00",HP Envy 13
6589ce218997406b55ed7dc3,AMD Ryzen 7 6800H,GeForce RTX 3060,16gb,15.6″,Quad HD(2560 x 1440 pixels),5.08 lbs(2.3 kg),1000gb SSD,13.94 x 10.2 x 1.07 inches,Windows 11 Home,"August 6, 2023","$1,100.00",ASUS ROG Strix G15
6589ce218997406b55ed7dc4,Intel Pentium N4200,,4gb,11″,HD(1366 x 768 pixels),2.79 lbs(1.27 kg),120gb SSD,11.9 x 8.1 x 0.82 inches,Windows 10,"January 26, 2022",$129.99,Dell Latitude 3180 11″ (Latitude 3180)
6589ce218997406b55ed7dc5,Intel Core i7-12700H,GeForce RTX 4070,64gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),2000gb SSD,13.97 x 9.92 x 0.89 inches,Windows 11 Home,"October 4, 2023","$1,559.00",ASUS TUF 15″ (TUF)
6589ce218997406b55ed7dc6,AMD Ryzen 5 4500U,,20gb,15.6″,HD(1366 x 768 pixels),3.97 lbs(1.8 kg),500gb SSD,,Windows 10 Home,"November 25, 2021",$549.39,Acer Aspire 5 15″ (Aspire)
6589ce218997406b55ed7dc7,Intel Core i3-1005G1,Intel UHD Graphics,8gb,15.6″,HD(1366 x 768 pixels),4.4 lbs(2 kg),120gb SSD,14.11 x 9.53 x 0.71 inches,Windows 10,"December 19, 2019",$367.56,HP 7PA01UA 15″ (15-dy1731ms)
6589ce218997406b55ed7dc8,Intel Core i7-13620H,GeForce RTX 4050,64gb,16″,WUXGA(1920 x 1200 pixels),5.29 lbs(2.4 kg),2000gb SSD,14.16 x 10.93 x 0.83 inches,Windows 11 Home,"July 17, 2023","$1,319.00",Lenovo LOQ 16″
6589ce218997406b55ed7dc9,Intel Celeron N4020,Intel UHD Graphics,4gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),120gb SSD,14.11 x 9.52 x 0.78 inches,Windows 10,"April 3, 2023",$239.00,HP 15 (15)
6589ce218997406b55ed7dca,Intel Core i3-1115G4,Intel UHD Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),4.07 lbs(1.85 kg),250gb SSD,14.25 x 9.98 x 0.78 inches,Windows 11 Home,"May 22, 2022",$399.00,Lenovo IdeaPad 3i 15″ (IdeaPad 3i)
6589ce218997406b55ed7dcb,Intel Core i5-1145G7,Intel Iris Xe,16gb,14″,Full HD(1920 x 1080 pixels),3 lbs(1.36 kg),500gb SSD,13 x 8.9 x 1 inches,Windows 11 Pro,"July 3, 2023",$699.99,Dell Latitude 7420 14″
6589ce218997406b55ed7dcc,Intel Core i5-1235U,,16gb,15.6″,Full HD(1920 x 1080 pixels),3.8 lbs(1.72 kg),250gb SSD,14.4 x 9.4 x 0.74 inches,,"May 15, 2023","$1,141.00",Lenovo ThinkPad E15 Gen 4 (21E6007DUS)
6589ce228997406b55ed7dcd,Intel Core i3-1115G4,Intel UHD Graphics 620,8gb,15.6″,HD(1366 x 768 pixels),,"1000gb SSD, 1000gb HDD",14.3 x 9.9 x 0.8 inches,Windows 11 Pro,"November 30, 2019",$639.99,Lenovo Ideapad S145 15″ (10-LENOVO-1117)
6589ce228997406b55ed7dce,Intel Pentium 5405U,,,14″,HD(1366 x 768 pixels),4.08 lbs(1.85 kg),120gb SSD,,,"August 19, 2020",$309.22,Dell Inspiron 14 3480 (3480)
6589ce228997406b55ed7dcf,AMD Ryzen 7 5700U,,12gb,15.6″,Full HD(1920 x 1080 pixels),2.96 lbs(1.34 kg),500gb SSD,,Windows 11,"August 29, 2021",$559.99,Lenovo IdeaPad 3 15″ (82KU00C2US)
6589ce228997406b55ed7dd0,Intel Core i7 Series,GeForce RTX 4050,64gb,15.6″,Full HD(1920 x 1080 pixels),6.67 lbs(3.03 kg),2000gb SSD,14.18 x 9.89 x 0.93 inches,Windows 11,"July 7, 2023","$1,799.00",MSI Cyborg 15 (Cyborg 15)
6589ce228997406b55ed7dd1,Intel Core i5-1245U,Intel UHD Graphics,32gb,15.6″,HD(1366 x 768 pixels),3.8 lbs(1.72 kg),8000gb SSD,14 x 9.2 x 1 inches,Windows 11 Pro,"November 23, 2023","$2,599.99",Dell Latitude 15
6589ce228997406b55ed7dd2,Intel Core i5-1135G7,Intel Iris Xe,8gb,17.3″,Full HD(1920 x 1080 pixels),4.7 lbs(2.13 kg),500gb SSD,15.89 x 10.38 x 0.78 inches,,"February 23, 2021",$779.99,Acer Aspire 5 17″ (A517-52-59SV)
6589ce228997406b55ed7dd3,AMD Ryzen 7 5700U,Integrated graphics,16gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),8000gb SSD,15 x 10 x 0.7 inches,Windows 11 Pro,"December 26, 2022","$3,829.00",HP Pavilion 15z-eh100
6589ce228997406b55ed7dd4,Intel Core i3-1215U,,16gb,15.6″,Full HD(1920 x 1080 pixels),,1000gb SSD,14.11 x 9.53 x 0.71 inches,Windows 11 Home,"December 17, 2023",$429.00,HP 15
6589ce228997406b55ed7dd6,Intel Core i9-12900H,GeForce RTX 3060,32gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),2000gb SSD,15.65 x 11.16 x 0.79 inches,Windows 11 Home,"August 3, 2023","$1,878.00",MSI GS77 Stealth 17″ (GS77 Stealth)
6589ce228997406b55ed7dd5,Intel Core i9-13980HX,GeForce RTX 4060,32gb,16″,Quad HD Plus(3200 x 1800 pixels),5.51 lbs(2.5 kg),1000gb SSD,13.94 x 10.39 x 0.89 inches,Windows 11 Home,"October 8, 2023","$1,969.00",EXcaliberPC ASUS ROG Strix G16 (G614JV-ES94)
6589ce228997406b55ed7dd7,Intel Core i5-1135G7,Intel Iris Xe,8gb,13.3″,Full HD(1920 x 1080 pixels),2.86 lbs(1.3 kg),250gb SSD,12 x 8 x 0.58 inches,Windows 10 Pro,"August 1, 2023",$969.00,HP Envy 13
6589ce228997406b55ed7dd8,Intel Core i5 Series,,8gb,13″,,5.3 lbs(2.4 kg),500gb SSD,14.3 x 10.5 x 2.2 inches,macOS,"September 27, 2022",$345.00,Apple MacBook Mqd32ll/a 13″
6589ce228997406b55ed7dd9,Intel Core i7-12700H,GeForce RTX 3060,16gb,17.3″,Full HD(1920 x 1080 pixels),6.17 lbs(2.8 kg),4000gb SSD,15.65 x 11.16 x 0.79 inches,Windows 11 Pro,"August 2, 2023","$2,199.00",HIDevolution 2023 MSI Stealth GS77 12UE 17″ (MS-GS7712046-HID3P)
6589ce228997406b55ed7dda,Intel Core i5-1135G7,Intel Iris Graphics,12gb,14″,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),500gb SSD,12.76 x 8.49 x 0.78 inches,Windows 11 Home,"December 8, 2022",$499.99,Lenovo IdeaPad 3 14″ (IdeaPad 3)
6589ce238997406b55ed7ddb,Intel Core i7-1355U,Intel Iris Xe,16gb,16″,Full HD(1920 x 1080 pixels),4.49 lbs(2.04 kg),1000gb SSD,14.26 x 9.85 x 0.75 inches,Windows 11 Home,"September 18, 2023",$951.99,Lenovo Yoga 7i 16″
6589ce238997406b55ed7ddc,Intel Core i5-1035G4,Intel Iris Plus,8gb,13.5″,2k(2256 x 1504 pixels),2.53 lbs(1.15 kg),500gb SSD,11.9 x 9.2 x 0.63 inches,Windows 11 Home,"January 30, 2022",$749.00,Acer Swift 3 SF313 Silver
6589ce238997406b55ed7ddd,Intel Core i5-9300H,GeForce GTX 1650,16gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),1000gb SSD,,Windows 10 Home,"October 18, 2021",$789.00,Acer Nitro 5 15″ (NH. Q59AA. 002)
6589ce238997406b55ed7de1,Intel Core i5-1135G7,Intel UHD Graphics,32gb,15.6″,Full HD(1920 x 1080 pixels),3.65 lbs(1.66 kg),1000gb SSD,14.11 x 9.27 x 0.82 inches,Windows 11 Pro,"July 17, 2023",$649.97,Dell Inspiron 15 3000 3520 (Inspiron 3000)
6589ce238997406b55ed7ddf,AMD Ryzen 7 5700U,,8gb,14″,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),500gb SSD,12.76 x 8.49 x 0.78 inches,Windows 11 Pro,"June 29, 2023",$699.00,Lenovo IdeaPad 14″
6589ce238997406b55ed7dde,Intel Core i9-12900H,GeForce RTX 3080 Ti,32gb,15.6″,Quad HD(2560 x 1440 pixels),5.07 lbs(2.3 kg),1000gb SSD,13.94 x 10.2 x 1.07 inches,,"March 11, 2022","$3,399.00",HIDevolution ASUS ROG Strix Scar 15 G533ZX (G533ZX-XS96-HID1)
6589ce238997406b55ed7de0,Intel Core i7-1165G7,Intel Iris Xe,12gb,14″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),500gb SSD,12.65 x 8.56 x 0.8 inches,Windows 10,"April 3, 2022",$689.99,Lenovo IdeaPad 14″ (Flex 5i)
6589ce238997406b55ed7de2,Intel Core i7-11800H,Quadro T600,16gb,15.6″,Full HD(1920 x 1080 pixels),,500gb SSD,14 x 10 x 1 inches,Windows 10 Pro,"April 22, 2022","$1,296.77",Lenovo ThinkPad P15v Gen 2 (21A90036US)
6589ce238997406b55ed7de3,Intel Core i5-1135G7,Intel Iris Graphics,8gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),500gb SSD,14.17 x 9.2 x 0.63 inches,Windows 11 Home,"July 27, 2023",$716.54,ASUS VivoBook S15 S533 (S533EA-DH51-RD-1)
6589ce238997406b55ed7de4,Intel Core i7-12800HX,GeForce RTX 3080 Ti,16gb,17.3″,Full HD(1920 x 1080 pixels),6.39 lbs(2.9 kg),4000gb SSD,15.63 x 11.18 x 1.02 inches,,"November 11, 2023","$2,519.00",HIDevolution MSI Raider GE77HX 12UHS 17″ (MS-GE7712074-HID3)
6589ce238997406b55ed7de5,AMD Ryzen 5 5500U,,32gb,17.3″,Full HD(1920 x 1080 pixels),3 lbs(1.36 kg),1000gb SSD,,Windows 11,"June 25, 2022",$700.00,HP pc 17″
6589ce238997406b55ed7de6,Intel Core i7-1260P,Intel Iris Graphics,32gb,17.3″,Full HD(1920 x 1080 pixels),5.49 lbs(2.49 kg),1000gb SSD,15.68 x 10.2 x 0.77 inches,Windows 11 Pro,"September 7, 2023","$1,439.00",HP Envy 17 (17T-CR)
6589ce248997406b55ed7de7,AMD Ryzen 9 6900HX,GeForce RTX 3070 Ti,64gb,17.3″,Quad HD(2560 x 1440 pixels),6.1 lbs(2.77 kg),2x 4000gb SSD,15.5 x 11 x 1.12 inches,Windows 11 Pro,"November 17, 2023","$4,434.99",ASUS ROG Strix G17
6589ce248997406b55ed7de8,AMD Ryzen 7 4800H,GeForce RTX 3060,16gb,15.6″,Full HD(1920 x 1080 pixels),2.07 lbs(0.94 kg),500gb SSD,13.94 x 10.2 x 1.07 inches,Windows 11 Home,"March 16, 2023","$1,029.00",ASUS ROG Strix G15 (G513IM)
6589ce248997406b55ed7de9,Intel Core i3-1115G4,Intel UHD Graphics,12gb,15.6″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),250gb SSD,14.26 x 9.98 x 0.78 inches,Windows 11 Pro,"January 15, 2023",$499.00,Lenovo IdeaPad 3i 15″
6589ce248997406b55ed7dea,Intel Core i5-1035G1,,32gb,15.6″,Full HD(1920 x 1080 pixels),3.94 lbs(1.79 kg),2000gb SSD,14.33 x 9.5 x 0.8 inches,Windows 11 Pro,"December 20, 2021",$879.00,Dell Inspiron 15″
