_id,Processor (CPU),Graphics card (GPU),Memory (RAM),Screen size,Screen resolution,Weight,Hard drives,Size (length x width x height),Operating system (OS),Release date,Amazon.com Lowest New Price,Name
6589ce168997406b55ed7d2e,Intel Core i7-12700H,GeForce RTX 3060,32gb,17″,5k(5120 x 2880 pixels),5.34 lbs(2.42 kg),2000gb SSD,14.74 x 9.76 x 0.77 inches,Windows 10 Pro,"September 20, 2023","$3,319.00",Dell XPS 17 9720 (XPS 17 9720)
6589ce168997406b55ed7d30,Microsoft ARM SQ1,,8gb,13″,,1.7 lbs(0.77 kg),250gb SSD,11.3 x 8.2 x 0.28 inches,Windows,"November 13, 2022",$749.00,Microsoft Surface Pro X 13″ (MNY-00001)
6589ce168997406b55ed7d2f,Intel Core i5-1235U,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.96 lbs(1.8 kg),1000gb SSD,14.12 x 9.25 x 0.75 inches,Windows 10 Pro,"August 17, 2022","$1,499.00",Lenovo ThinkPad E15 Gen 2 (20TDS00B00-2725-28651)
6589ce168997406b55ed7d31,,GeForce RTX 3050,32gb,17″,Full HD Plus(2160 x 1440 pixels),8 lbs(3.63 kg),500gb SSD,14.74 x 9.77 x 0.77 inches,Windows 11 Pro,"February 28, 2023","$1,999.00",Dell XPS 9720 17″ (XPS 9720)
6589ce168997406b55ed7d32,Intel Core i7-12700H,GeForce RTX 3060,16gb,15.6″,Full HD(1920 x 1080 pixels),4.96 lbs(2.25 kg),1000gb SSD,14.13 x 10.2 x 0.98 inches,Windows 11 Home,"June 29, 2023","$1,128.99",MSI Katana 15″ (Katana)
6589ce168997406b55ed7d33,Intel Core i9-13950HX,GeForce RTX 4070,32gb,17.3″,Quad HD Plus(3200 x 1800 pixels),6.83 lbs(3.1 kg),2000gb SSD,14.97 x 11.73 x 1.13 inches,Windows 11 Pro,"May 18, 2023","$2,465.54",MSI Raider 17″ (GE78HX)
6589ce168997406b55ed7d34,Intel Core i7-1255U,,64gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),2000gb SSD,14.18 x 9.21 x 0.7 inches,Windows 11 Home,"June 18, 2023",$989.99,HP Pavilion 15″ (TPN-W155)
6589ce168997406b55ed7d35,Intel Core i7-1185G7,Quadro T500,48gb,14″,Full HD(1920 x 1080 pixels),3.37 lbs(1.53 kg),2000gb SSD,12.95 x 8.94 x 0.7 inches,Windows 11 Pro,"May 11, 2023","$1,049.99",Lenovo ThinkPad P14s Gen 2 (ThinkPad P14s)
6589ce168997406b55ed7d36,Intel Core i7-1260P,Intel Iris Xe,16gb,14″,Quad HD(2560 x 1440 pixels),2.76 lbs(1.25 kg),1000gb SSD,12.6 x 8.3 x 0.61 inches,Windows 11 Home,"August 31, 2023",$779.99,Acer Swift 3 14″
6589ce168997406b55ed7d37,AMD Ryzen 7 6800H,GeForce RTX 3050 Ti,16gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),500gb SSD,,Windows 11 Home,"December 8, 2022",$969.99,ASUS TUF 15″
6589ce168997406b55ed7d39,Intel Core i5-10210U,,16gb,15.6″,HD(1366 x 768 pixels),4.07 lbs(1.85 kg),1000gb SSD,14.26 x 9.98 x 0.78 inches,Windows 11 Home,"August 3, 2022",$739.00,Lenovo IdeaPad 3 15″
6589ce168997406b55ed7d38,Intel Core i5-1135G7,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.86 lbs(1.75 kg),500gb SSD,14.11 x 9.53 x 0.78 inches,Windows 11 Pro,"September 9, 2023",$619.00,HP 15-DY200 (405F7UA)
6589ce168997406b55ed7d3a,Intel Core i7-11800H,GeForce RTX 3050 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),4.95 lbs(2.25 kg),4000gb SSD,14.25 x 10 x 1 inches,Windows 11 Pro,"September 10, 2022","$1,289.99",MSI Sword 15″ (15001-2774-226371)
6589ce178997406b55ed7d3b,AMD Ryzen 7 4800H,GeForce GTX 1660 Ti,64gb,15.6″,Full HD(1920 x 1080 pixels),5 lbs(2.27 kg),500gb SSD,14 x 10 x 1 inches,Windows 10 Home,"July 25, 2022","$1,399.99",HP OMEN 15-EN0013DX
6589ce178997406b55ed7d3c,Intel Core i7-12700H,GeForce RTX 3070 Ti,64gb,17″,Quad HD Plus(3200 x 1800 pixels),6.79 lbs(3.08 kg),8000gb SSD,15.04 x 10.24 x 0.75 inches,,"November 13, 2022","$3,239.00",HIDevolution MSI Creator Z17 A12UGST (MS-CreatorZ17049-HID9)
6589ce178997406b55ed7d3d,AMD Ryzen 3 3250U,,16gb,15.6″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),500gb SSD,14.11 x 9.53 x 0.78 inches,Windows 10 Pro,"May 16, 2022",$649.00,HP 15-EF1023DX (3Y050UA)
6589ce178997406b55ed7d3e,Intel Celeron N4120,Intel UHD Graphics 600,4gb,14″,HD(1366 x 768 pixels),3.2 lbs(1.45 kg),16gb SSD,12.76 x 8.86 x 0.71 inches,Windows 11 Home,"September 13, 2020",$249.00,HP Windows 11 S 14 (14)
6589ce178997406b55ed7d3f,Intel Core i7-1270P,,16gb,16″,WUXGA(1920 x 1200 pixels),3.76 lbs(1.71 kg),500gb SSD,14.3 x 10.1 x 0.93 inches,,"August 15, 2023","$1,299.99",Lenovo ThinkPad P16s G1 (21BT001KUS)
6589ce178997406b55ed7d40,Intel Core i5-8265U,,8gb,13″,Full HD(1920 x 1080 pixels),2 lbs(0.91 kg),250gb SSD,12.24 x 8.3 x 0.61 inches,Windows 10 Home,"January 4, 2019",$758.71,HP Pavilion 13″ (4WJ36UAABA)
6589ce178997406b55ed7d41,Intel Celeron Series,,12gb,15.6″,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),500gb SSD,15.6 x 9 x 0.6 inches,Windows 11,"October 11, 2023",$699.99,SGIN X15 (X15)
6589ce178997406b55ed7d42,Intel Core i7-1280P,Intel Iris Xe,32gb,14″,Full HD(1920 x 1080 pixels),3.6 lbs(1.63 kg),2000gb SSD,12.56 x 8.62 x 0.63 inches,Windows 11 Pro,"July 18, 2023","$1,449.99",MSI Prestige 14″ (14EVO)
6589ce178997406b55ed7d43,Intel Core i5-1135G7,Intel Iris Xe,8gb,15.6″,Full HD(1920 x 1080 pixels),3.87 lbs(1.76 kg),250gb SSD,14.04 x 9.18 x 0.75 inches,Windows 11 Home,"May 6, 2023",$529.99,Lenovo IdeaPad 5i 15″
6589ce188997406b55ed7d44,AMD Ryzen 7 PRO 4750U,,40gb,14″,Full HD(1920 x 1080 pixels),3.22 lbs(1.46 kg),2000gb SSD,12.95 x 8.94 x 0.7 inches,Windows 11 Pro,"August 21, 2023",$679.95,Lenovo ThinkPad P14s (ThinkPad P14s Gen 1)
6589ce188997406b55ed7d46,Intel Core i9-13900HX,GeForce RTX 4060,16gb,15.6″,Quad HD(2560 x 1440 pixels),5.29 lbs(2.4 kg),4000gb SSD,14.1 x 9.45 x 0.98 inches,Windows 11 Pro,"February 23, 2023","$2,049.00",HIDevolution 2023 EVOC 15″ (EV-PD502A-HX-HID4)
6589ce188997406b55ed7d45,Intel Core i7-1360P,Intel Iris Xe,32gb,17″,WQXGA(2560 x 1600 pixels),2.98 lbs(1.35 kg),500gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Home,"November 13, 2023","$1,249.00",LG Gram 17
6589ce188997406b55ed7d47,Intel Core i9-13950HX,GeForce RTX 4080,32gb,16″,5k(5120 x 2880 pixels),10.01 lbs(4.54 kg),1000gb SSD,13.98 x 9.61 x 0.87 inches,Windows 11,"May 23, 2023","$3,599.99",Razer Blade 16 (RZ09-0483TEM3-R3U1)
6589ce188997406b55ed7d48,Intel Core i7-13620H,GeForce RTX 3050 6GB,16gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),4000gb SSD,14.03 x 9.26 x 0.79 inches,Windows 11 Home,"November 16, 2023","$1,359.00",ASUS Creator Q530 15″
6589ce188997406b55ed7d49,Intel Core i7-1195G7,Intel UHD Graphics,16gb,14″,Full HD(1920 x 1080 pixels),,500gb SSD,12.74 x 8.67 x 0.91 inches,Windows 11 Pro,"September 16, 2023",$599.00,Dell Vostro 14 3420 (Vostro 14 3420)
6589ce188997406b55ed7d4a,Intel Core i5-1235U,Intel Iris Xe,64gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),2000gb SSD,14.1 x 9.2 x 0.78 inches,Windows 11 Pro,"June 25, 2023","$1,099.00",HP ProBook 450 G9 15 (687N8UTABA)
6589ce188997406b55ed7d4b,Intel Core i7-9750H,GeForce GTX 1660 Ti,16gb,17.3″,Full HD(1920 x 1080 pixels),5 lbs(2.27 kg),500gb SSD,15.6 x 10.6 x 0.84 inches,Windows 10 Home,"January 18, 2023","$2,040.43",Gigabyte AERO 17 SA-7US1130SO (AERO 17 SA-7US1130SO)
6589ce188997406b55ed7d4c,AMD Ryzen 7 5825U,,8gb,14″,Full HD(1920 x 1080 pixels),,500gb SSD,12.35 x 8.96 x 0.75 inches,Windows 11 Pro,"August 30, 2023",$579.00,Dell Inspiron 14 (Inspiron)
6589ce188997406b55ed7d4d,Intel Core i7-1265U,Intel Iris Xe,16gb,14″,Full HD(1920 x 1080 pixels),3.2 lbs(1.45 kg),1000gb SSD,12.67 x 8.23 x 0.68 inches,Windows 11 Pro,"November 23, 2023","$1,019.99",Dell Latitude 7430 2-in-1 14″ (L7430)
6589ce188997406b55ed7d4e,Intel Core i5-12450H,GeForce GTX 1650,16gb,15.6″,Full HD(1920 x 1080 pixels),6 lbs(2.72 kg),1000gb SSD,15 x 11 x 1 inches,Windows 11 Pro,"June 29, 2023",$919.00,HP Victus 15″ (15-fa0031dx-3980-226345)
6589ce188997406b55ed7d4f,Intel Core i7 Series,,16gb,13.5″,,2.79 lbs(1.27 kg),500gb SSD,12.1 x 8.8 x 0.57 inches,Windows 11,"October 8, 2019",$895.00,Microsoft Surface VGS-00043 13″
6589ce188997406b55ed7d50,Intel Core i5-1135G7,Intel Iris Xe,32gb,17.3″,HD Plus(1600 x 900 pixels),4.85 lbs(2.2 kg),500gb SSD,15.75 x 10.25 x 0.75 inches,Windows 10 Home,"June 19, 2021","$1,359.00",HP 17t-cn000 (1135G7)
6589ce188997406b55ed7d52,Intel Core i5-12450H,GeForce RTX 2050,32gb,15.6″,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),500gb SSD,14.15 x 9.86 x 0.9 inches,Windows 11 Home,"June 25, 2023",$979.00,EXcaliberPC MSI 15″ (Cyborg 15 A12UCX-276US)
6589ce188997406b55ed7d51,Intel Core i7-1360P,Quadro T1200,32gb,17″,WQXGA(2560 x 1600 pixels),5.1 lbs(2.31 kg),4000gb SSD,14.97 x 10.24 x 0.7 inches,Windows 11 Home,"November 7, 2023","$1,899.00",LG Gram 17 (17ZB90R-32GB)
6589ce198997406b55ed7d54,Intel Core i5-1240P,Intel Iris Xe,16gb,13.4″,Full HD Plus(2160 x 1440 pixels),3.74 lbs(1.7 kg),1000gb SSD,11.82 x 8.75 x 0.59 inches,Windows 11 Pro,"April 8, 2022",$899.00,EXcaliberPC MSI 13″ (Summit E13FlipEvo A12MT-003)
6589ce198997406b55ed7d53,Intel Core i7-12700H,GeForce RTX 3050,16gb,13.4″,WUXGA(1920 x 1200 pixels),2.6 lbs(1.18 kg),2000gb SSD,11.89 x 8.66 x 0.22 inches,Windows 11 Pro,"November 1, 2023","$1,449.00",HIDevolution ASUS ROG Flow Z13 GZ301ZC (GZ301ZC-PS73-HID3P)
6589ce198997406b55ed7d55,Intel Core i7-13620H,GeForce RTX 4050,64gb,15.6″,Full HD(1920 x 1080 pixels),4.37 lbs(1.98 kg),2000gb SSD,14.15 x 9.86 x 0.9 inches,Windows 11 Pro,"October 13, 2023","$1,339.99",MSI Cyborg 15
6589ce198997406b55ed7d56,MediaTek MT8183,,4gb,14″,HD(1366 x 768 pixels),3.31 lbs(1.5 kg),32gb SSD,12.81 x 8.78 x 0.78 inches,Chrome OS,"November 10, 2023",$189.94,Acer Chromebook 314 (NX.AWFAA.001)
6589ce198997406b55ed7d57,AMD Ryzen 9 6900HS,GeForce RTX 3060,16gb,15.6″,Quad HD(2560 x 1440 pixels),4.21 lbs(1.91 kg),2000gb SSD,13.97 x 9.59 x 0.78 inches,,"July 25, 2022","$1,809.00",HIDevolution ASUS ROG Zephyrus G15 GA503RM (GA503RM-G15.R93060-HID3)
6589ce198997406b55ed7d58,AMD Ryzen 5 5600H,GeForce RTX 3050 Ti,32gb,15.6″,Full HD(1920 x 1080 pixels),5.39 lbs(2.44 kg),500gb SSD,14.27 x 10.26 x 0.89 inches,Windows 11 Home,"February 15, 2023",,Lenovo Legion 5 15″
6589ce198997406b55ed7d59,Intel Core i7-13650HX,GeForce RTX 4060,64gb,16″,WUXGA(1920 x 1200 pixels),5.51 lbs(2.5 kg),2000gb SSD,13.94 x 10.39 x 0.89 inches,Windows 11 Pro,"November 19, 2023","$1,609.99",ASUS ROG Strix G16 (G614JV)
6589ce198997406b55ed7d5a,Intel Core i7-1195G7,Intel Iris Xe,32gb,14″,Full HD(1920 x 1080 pixels),2.84 lbs(1.29 kg),2000gb SSD,12.56 x 8.62 x 0.63 inches,Windows 11 Pro,"August 27, 2022","$1,399.00",MSI Prestige 14″ (14EVO)
6589ce198997406b55ed7d5b,Intel Core i5-1135G7,Intel Iris Xe,64gb,14″,Full HD(1920 x 1080 pixels),3.19 lbs(1.45 kg),2000gb SSD,12.7 x 8.42 x 0.88 inches,Windows 11 Pro,"July 26, 2023","$2,509.00",HP ProBook 440 G8 14″
6589ce198997406b55ed7d5c,Intel Core i3-1115G4,Intel UHD Graphics,8gb,14″,Full HD(1920 x 1080 pixels),3.02 lbs(1.37 kg),120gb SSD,12.72 x 8.65 x 0.76 inches,Chrome OS,"October 13, 2022",$739.99,Acer Chromebook Enterprise 514 (NX.AY7AA.002)
6589ce198997406b55ed7d5d,Intel Core i5 Series,,8gb,14″,HD(1366 x 768 pixels),7 lbs(3.18 kg),320gb HDD,13.3 x 9.6 x 1.3 inches,Windows 10 Pro,"July 25, 2020",$170.00,Dell Latitude E5440 14″ (NB-DL-LATITUDEE5440-NB-i5-1.9-8-320-RW)
6589ce198997406b55ed7d5e,Intel Celeron N4020,,4gb,15.6″,HD(1366 x 768 pixels),4 lbs(1.81 kg),64gb SSD,14.42 x 14.42 x 0.8 inches,Chrome OS,"November 17, 2023",$239.00,Acer 315 Chromebook
6589ce198997406b55ed7d5f,Intel Core i3-1215U,,20gb,14″,HD(1366 x 768 pixels),3.1 lbs(1.41 kg),1000gb SSD,12.81 x 8.52 x 0.7 inches,Windows 11 Pro,"May 19, 2023",$519.00,Lenovo Windows 11 Pro Ideapad 1i 14″
6589ce198997406b55ed7d60,Intel Core i5-7300U,,16gb,12.5″,HD(1366 x 768 pixels),2.63 lbs(1.19 kg),250gb SSD,12 x 8.19 x 0.65 inches,Windows 10 Pro,"April 17, 2019",$222.99,Dell Latitude 7290 12″ (DL.NB.B47096)
6589ce198997406b55ed7d61,Intel Core m3-8100Y,,4gb,14″,Full HD(1920 x 1080 pixels),2.8 lbs(1.27 kg),120gb SSD,12.67 x 8.19 x 0.67 inches,Chrome OS,"March 14, 2020",$348.60,ASUS Chromebook C425 Clamshell 14″ (C425TA-WH348)
6589ce1a8997406b55ed7d62,Intel Core i7-1165G7,Intel Iris Xe,32gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),1000gb SSD,14.11 x 9.53 x 0.71 inches,Windows 11 Home,"February 7, 2023",$759.99,HP Upgraded 15″ (15-dy2073dx)
6589ce1a8997406b55ed7d63,Intel Core i3-1125G4,Intel UHD Graphics,8gb,14″,HD(1366 x 768 pixels),3.3 lbs(1.5 kg),2000gb SSD,12.68 x 8.23 x 0.8 inches,Windows 11 Pro,"October 6, 2023","$1,469.00",HP Pavilion x360 14 2-in-1
6589ce1a8997406b55ed7d64,Intel Core i5-1135G7,GeForce MX450,16gb,17.3″,Full HD(1920 x 1080 pixels),4.88 lbs(2.21 kg),1000gb SSD,15.75 x 10.25 x 0.75 inches,Windows 10 Home,"July 25, 2022","$1,169.00",HP 17t-cn000
6589ce1a8997406b55ed7d65,Intel Core i5-1145G7,,8gb,13.5″,2k(2256 x 1504 pixels),,250gb SSD,,Windows 10 Pro,"August 23, 2023",$664.99,Microsoft Surface 5BL-00026 13″
6589ce1a8997406b55ed7d66,Intel Core i7-13700H,Intel Iris Xe,64gb,14″,Full HD(1920 x 1080 pixels),2.98 lbs(1.35 kg),2000gb SSD,12.79 x 8.86 x 0.69 inches,Windows 11 Pro,"June 14, 2023","$1,289.00",HIDevolution 2023 EVOC 14″ (EV-NV415B-HID13)
6589ce1a8997406b55ed7d67,Intel Core i7-1195G7,Intel Iris Xe,16gb,13.4″,3.5k(3456 x 2160 pixels),2.8 lbs(1.27 kg),500gb SSD,11.64 x 7.82 x 0.58 inches,Windows 11 Home,"May 6, 2023","$1,417.00",Dell XPS 13 9310 (XPS9310-7811SLV-SUS)
6589ce1a8997406b55ed7d68,Intel Core i5-1235U,Intel Iris Xe,16gb,15.6″,Full HD(1920 x 1080 pixels),3.75 lbs(1.7 kg),500gb SSD,14.12 x 9.5 x 0.75 inches,Windows 11 Pro,"August 25, 2022",$689.00,HP 15t-dw400 (15t-dw300-3637-226341)
6589ce1a8997406b55ed7d69,Intel Core i9-13980HX,GeForce RTX 4060,64gb,16″,Quad HD Plus(3200 x 1800 pixels),5.51 lbs(2.5 kg),2000gb SSD,13.94 x 10.39 x 0.89 inches,Windows 11 Home,"August 28, 2023","$2,349.00",EXcaliberPC ASUS ROG Strix G16 (G614JV-ES94)
6589ce1a8997406b55ed7d6a,Intel Core i7-10510U,,16gb,14″,Full HD(1920 x 1080 pixels),,250gb SSD,,,"July 25, 2022",$699.77,Lenovo ThinkPad X1 Yoga Gen 5 14″ (20UB000VUS)
6589ce1a8997406b55ed7d6b,Intel Celeron Series,Intel UHD Graphics 600,4gb,14″,HD(1366 x 768 pixels),3.24 lbs(1.47 kg),32gb SSD,12.82 x 8.6 x 0.7 inches,Chrome OS,"December 9, 2021",$305.99,HP Chromebook 14 (4A4Z2UAABA)
6589ce1a8997406b55ed7d6c,AMD Ryzen 3 3250U,,16gb,15.6″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),250gb SSD,14.11 x 9.53 x 0.78 inches,Windows 11 Pro,"July 19, 2023",$549.99,HP 15-EF1023DX (3Y050UA)
6589ce1a8997406b55ed7d6d,Intel Core i7-12700H,GeForce RTX 3060,64gb,16″,WQXGA(2560 x 1600 pixels),5.29 lbs(2.4 kg),2000gb SSD,14.11 x 10.33 x 0.78 inches,Windows 11 Home,"December 20, 2023","$1,659.99",Acer Predator Triton 300 SE 16″ (Predator Triton 300 SE)
6589ce1a8997406b55ed7d6e,Intel Core i7-8550U,Intel UHD Graphics 620,8gb,13.3″,Full HD(1920 x 1080 pixels),3.73 lbs(1.69 kg),250gb SSD,12.76 x 8.85 x 0.77 inches,Windows 10 Home,"December 21, 2017",$699.00,Dell T8TJG 13″ (43235-199596)
6589ce1a8997406b55ed7d70,AMD Ryzen 7 7735U,,16gb,16″,Full HD Plus(2160 x 1440 pixels),4.4 lbs(2 kg),1000gb SSD,14.23 x 9.83 x 0.76 inches,Windows 11 Pro,"November 11, 2022",$899.89,Lenovo Yoga 7 7i 2-in-1 16″ (Yoga 7)
6589ce1a8997406b55ed7d6f,AMD Ryzen 5 5500U,,16gb,14″,Full HD(1920 x 1080 pixels),3.1 lbs(1.41 kg),1000gb SSD,12.76 x 8.49 x 0.78 inches,Windows 10 Home,"July 20, 2023",$679.00,Lenovo IdeaPad 3 82KT 14″ (14ALC6)
6589ce1a8997406b55ed7d71,Intel Core i9-13900H,GeForce RTX 4070,64gb,16″,Quad HD Plus(3200 x 1800 pixels),4.63 lbs(2.1 kg),4000gb SSD,13.98 x 9.69 x 0.88 inches,Windows 11 Home,"August 1, 2023","$2,739.00",HIDevolution 2023 ASUS ROG Zephyrus M16 GU604VI (GU604VI-M16.I94070-HID13)
6589ce1b8997406b55ed7d72,Intel Core i3-1115G4,Intel UHD Graphics,4gb,14″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),120gb SSD,12.65 x 8.56 x 0.82 inches,Windows 11 Home,"March 25, 2022",$416.88,Lenovo IdeaPad Flex 5i 14″ (82HS00R9US)
6589ce1b8997406b55ed7d73,Intel Core i7-1255U,Intel Iris Xe,32gb,14″,Full HD(1920 x 1080 pixels),3 lbs(1.36 kg),2000gb SSD,12.6 x 8.5 x 1 inches,Windows 11 Pro,"October 16, 2023","$1,289.99",HP ProBook 440 G9 14″
6589ce1b8997406b55ed7d74,Intel Core i7-12700H,GeForce RTX 4070,64gb,15.6″,Full HD(1920 x 1080 pixels),4.85 lbs(2.2 kg),4000gb SSD,13.94 x 9.88 x 0.98 inches,Windows 11 Home,"May 26, 2023","$1,945.00",EXcaliberPC ASUS TUF 15″ (FX507ZI-F15.I74070)
6589ce1b8997406b55ed7d75,Intel Core i7-1195G7,Intel Iris Xe,8gb,15.6″,Full HD(1920 x 1080 pixels),3.3 lbs(1.5 kg),500gb SSD,14.18 x 9.29 x 0.7 inches,Windows 11 Pro,"September 22, 2023",$499.00,Lenovo IdeaPad 15″ (1 15)
6589ce1b8997406b55ed7d76,Intel Core i3-1220P,,16gb,17.3″,Full HD(1920 x 1080 pixels),4.63 lbs(2.1 kg),500gb SSD,15.7 x 10 x 0.78 inches,Windows 11 Home,"August 2, 2023",$525.00,ASUS Vivobook 17″ (Vivobook)
6589ce1b8997406b55ed7d77,Intel Core i9-12900H,GeForce RTX 3060,32gb,17.3″,Full HD(1920 x 1080 pixels),5.75 lbs(2.61 kg),1000gb SSD,15.66 x 10.74 x 0.99 inches,Windows 11 Home,"December 18, 2023","$1,649.00",MSI GE76 Raider 17″
6589ce1b8997406b55ed7d78,AMD Ryzen 7 6800H,GeForce RTX 3050 Ti,16gb,15.6″,Full HD(1920 x 1080 pixels),5.55 lbs(2.52 kg),500gb SSD,14.06 x 10.74 x 1.06 inches,Windows 11 Pro,"September 2, 2023","$1,149.00",Dell G15 (RE-R7)
6589ce1b8997406b55ed7d79,AMD Ryzen 7 7735HS,GeForce RTX 4060,32gb,17.3″,Full HD(1920 x 1080 pixels),5.73 lbs(2.6 kg),2000gb SSD,15.55 x 10.39 x 1 inches,Windows 11 Home,"June 28, 2023","$1,479.00",XOTIC FA707NV-ES74 17″ (4)
6589ce1b8997406b55ed7d7a,Intel Core i7-12700H,GeForce RTX 3060,32gb,17.3″,Quad HD(2560 x 1440 pixels),6.17 lbs(2.8 kg),500gb SSD,15.59 x 10.32 x 0.98 inches,,"December 24, 2022","$1,729.00",HIDevolution EVOC 17″ (EV-PD701A-HID13)
6589ce1b8997406b55ed7d7b,Intel Core i7-11800H,GeForce RTX 3050 Ti,32gb,17.3″,Full HD(1920 x 1080 pixels),5.07 lbs(2.3 kg),1000gb SSD,15.67 x 10.75 x 0.99 inches,Windows 10 Pro,"December 18, 2021","$1,199.99",MSI Katana GF76 17
6589ce1b8997406b55ed7d7c,AMD Ryzen 7 6800H,GeForce RTX 3070 Ti,64gb,15.6″,Quad HD(2560 x 1440 pixels),5.51 lbs(2.5 kg),2000gb SSD,14.19 x 10.67 x 1.06 inches,Windows 11,"July 6, 2023","$1,399.99",Acer Nitro 5 15″ (AN515)
6589ce1b8997406b55ed7d7d,Intel Core i7-12700H,GeForce RTX 3070 Ti,32gb,16″,WQUXGA(3840 x 2400 pixels),5 lbs(2.27 kg),4000gb SSD,14.02 x 9.78 x 0.88 inches,Windows 11 Pro,"April 21, 2023","$2,399.00",Gigabyte AERO 16
6589ce1b8997406b55ed7d7e,Intel Core i5-1235U,Intel Iris Xe,16gb,16″,WUXGA(1920 x 1200 pixels),4.34 lbs(1.97 kg),500gb SSD,14.05 x 9.92 x 0.62 inches,Windows 10 Pro,"September 29, 2023",$869.99,Dell Inspiron 16 (I5620)
6589ce1c8997406b55ed7d7f,Intel Core i7-12700H,GeForce RTX 3070,16gb,17.3″,Full HD(1920 x 1080 pixels),6.17 lbs(2.8 kg),8000gb SSD,15.68 x 10.76 x 0.95 inches,,"July 25, 2022","$2,669.00",HIDevolution MSI Crosshair 17 B12UGZ (MS-Crosshair1712295-HID5)
6589ce1c8997406b55ed7d80,Intel Core i9-13900H,GeForce RTX 4070,32gb,17.3″,Quad HD(2560 x 1440 pixels),6.17 lbs(2.8 kg),2x 1000gb SSD,15.63 x 11.18 x 1.02 inches,Windows 11 Pro,"September 2, 2023","$2,099.00",EXcaliberPC MSI 17″ (Vector)
6589ce1c8997406b55ed7d81,Intel Core i7-13700H,Intel Iris Xe,16gb,14.5″,2880x1800(2880 x 1800 pixels),3.45 lbs(1.56 kg),1000gb SSD,12.67 x 8.88 x 0.67 inches,Windows 11 Pro,"September 9, 2023","$1,049.00",ASUS Zenbook 14X
6589ce1c8997406b55ed7d82,Intel Core i7-11800H,GeForce RTX 3070,,15.6″,Full HD(1920 x 1080 pixels),5.25 lbs(2.38 kg),500gb SSD,14.09 x 10.51 x 0.92 inches,Windows 10,"May 28, 2021","$1,589.99",MSI GP66 Leopard 15″ (GP66050)
6589ce1c8997406b55ed7d83,Intel Core i7-13620H,GeForce RTX 4060,16gb,16″,Full HD Plus(2160 x 1440 pixels),4.41 lbs(2 kg),4000gb SSD,13.98 x 9.57 x 0.9 inches,Windows 11 Home,"July 13, 2023","$1,939.00",HIDevolution 2023 ASUS ROG Zephyrus G16 GU603VV (GU603VV-G16.I74060-HID4)
6589ce1c8997406b55ed7d84,Intel Core i7-11800H,GeForce RTX 3080,16gb,15.6″,Full HD(1920 x 1080 pixels),4.73 lbs(2.15 kg),1000gb SSD,14 x 10.5 x 1.2 inches,Windows 11 Home,"August 12, 2022","$1,998.00",MSI GP66 Leopard 15″
6589ce1c8997406b55ed7d85,AMD Ryzen 5 5500U,,32gb,15.6″,Full HD(1920 x 1080 pixels),3.71 lbs(1.68 kg),1000gb SSD,14.11 x 9.27 x 0.83 inches,Windows 11 Home,"October 21, 2023",$599.99,Dell Inspiron 15 3525 (Inspiron)
6589ce1c8997406b55ed7d86,Intel Core i7-12700H,GeForce RTX 3080 Ti,64gb,17.3″,Quad HD(2560 x 1440 pixels),6.17 lbs(2.8 kg),1000gb SSD,15.65 x 11.16 x 0.79 inches,Windows 11 Pro,"March 14, 2022","$2,999.00",EXcaliberPC MSI 17″ (Stealth GS77 12UHS-083)
6589ce1c8997406b55ed7d87,Intel Core i7-1260P,Intel Iris Xe,64gb,17.3″,Full HD(1920 x 1080 pixels),5.5 lbs(2.49 kg),4000gb SSD,15.68 x 10.2 x 0.77 inches,Windows 11 Pro,"September 18, 2023","$1,899.00",HP Envy 17″ (6P700UA)
6589ce1c8997406b55ed7d89,Intel Core i5-1135G7,Intel Iris Xe,8gb,15.6″,Full HD(1920 x 1080 pixels),3.97 lbs(1.8 kg),500gb SSD,14.1 x 9.4 x 0.7 inches,Windows 11 Home,"September 20, 2023",$549.00,Lenovo IdeaPad Flex 5 15″
6589ce1c8997406b55ed7d88,Intel Core i7-13700H,,16gb,15.6″,HD Plus(1600 x 900 pixels),4 lbs(1.81 kg),500gb SSD,14 x 9 x 1 inches,Windows 11,"July 31, 2023","$1,476.62",Dell XP 15 9530 (XPS9530-7718SLV-PUS)
6589ce1c8997406b55ed7d8a,Intel Core i3-1115G4,,16gb,15.6″,HD(1366 x 768 pixels),3.75 lbs(1.7 kg),1000gb SSD,14.1 x 9.53 x 0.71 inches,Windows 11 Home,"July 22, 2023",$609.00,HP Touchscreen 15″
